conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_2850682,2850682,2850681,"@AmazonHelp I’m on my phone so am unable to get URL address. The orders that are in a mess are? 7166, 9915, 9946 and 7166. I need to what is going on, and where they are. The carriers claims delivery, but don’t have them. There’s more than that","@791507 Here you go : https://t.co/L5eQfqaKK0 Please copy, paste this link in space of URL and fill in the rest of the details. You should be able to submit the details. Do keep us posted. ^SV",Mon Nov 27 19:16:27 +0000 2017,2850682;2850681
conv_2850699,2850697,2850696,@AmazonHelp Looks like it was delivered by ONTRAC,"@792660 Have you had a chance to leave carrier feedback with our Customer Support team? If not, you can do so by contacting us here: https://t.co/hApLpMlfHN ^ME",Mon Nov 27 19:22:50 +0000 2017,2850697;2850696
conv_2850703,2850702,2850701,"@AmazonHelp We sent a gift card to my daughters stepmother via Facebook messenger. She received it and tried to use it immediately, it was unusable","@792661 We're still here to help! With Twitter, we have no access to account or order information. Where was the Gift Card purchased from? i.e. Amazon, or a physical store? Please, let us know! ^JE",Mon Nov 27 19:30:37 +0000 2017,2850702;2850701
conv_2850715,2850715,2850713,@AmazonHelp My package did not arrive Sunday as scheduled. It still has not been delivered on Monday. Another order WAS delivered from same warehouse?!! WTH?,"@471736 I'm so sorry about this, Dean! We'd love to help! When you check the order, what is the status showing as? You can check here: https://t.co/Y5jpI9gRhE ^JY",Mon Nov 27 19:29:03 +0000 2017,2850715;2850713
conv_2850745,2850746,2850747,"@AmazonHelp Yes, all Amazon Pantry items and subtotal is £35.93. Just tried it again but getting the same error message. https://t.co/xgydUAsYAA",@726315 It appears that you've included chardonnay in your order. Wine and spirits are not eligible for this offer. ^RA,Tue Nov 28 13:01:00 +0000 2017,2850746;2850747
conv_2850746,2850748,2850749,@AmazonHelp It's okay - just realised wine isn't included,@726315 Thank you for the update! Please let us know if you have further questions or concerns. We're here to help! ^TG,Tue Nov 28 13:07:49 +0000 2017,2850748;2850749
conv_2850765,2850765,2850763,Shoutout to @115821 for stealing money from me for the last 4 months,@382524 So sorry for the unexpected charges? Have you had a chance to contact us via phone or chat? If so what options where you provided? ^LS,Mon Nov 27 19:23:22 +0000 2017,2850765;2850763
conv_2850793,2850793,2850791,forgot to cancel amazon music before the free trial ended and now I've been charged 7.99 for something i don't even use lol fuck off,@792678 I'm sorry for the unexpected charge! You can cancel the Amazon Music Unlimited subscription at this link here: https://t.co/JNXpMkMD9e ^VS,Mon Nov 27 19:14:50 +0000 2017,2850793;2850791
conv_2852095,2852096,2852098,"@AmazonHelp No please don't ask me about who this 'supposed' technical specialist is, I refuse to believe your cs team can't phone this person","@329555 We’d like to take a closer look at this for you, please send us your info here: https://t.co/f2mljiZoyG ^TM",Mon Nov 27 20:12:22 +0000 2017,2852096;2852098
conv_2852103,2852103,2852102,@AmazonHelp um??? you guys charged me twice in less than a min for prime which i didnt even sign up for??? help.,@792977 I'm sorry for the inconvenience! We'd like to assist. Are you able to see the Prime membership on your account? ^SJ,Mon Nov 27 19:58:16 +0000 2017,2852103;2852102
conv_2852121,2852122,2852124,@AmazonHelp Parcel tracking showing tomorrow now,"@792982 While delays are rare, they can occur. If you haven't received your item tomorrow by 21:00, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",Mon Nov 27 20:39:59 +0000 2017,2852122;2852124
conv_2852132,2852133,2852135,"@AmazonHelp Left at neighbours house, they are not at home so can’t collect items. This has happened numerous times. Fed up with it",@792985 I can certainly understand where you're coming from. We can look into your available options and report this to our Transportation team with you here: https://t.co/JzP7hlA23B ^DW,Mon Nov 27 20:11:12 +0000 2017,2852133;2852135
conv_2852142,2852142,2852140,@AmazonHelp Do any people actually work there or is it all bots and canned responses?  I guess it cuts down on the overhead.  I don’t know why I expected anything different from Amazon.,@792987 We're not bots! Is there something going on? We'd be happy to help! ^JO,Mon Nov 27 20:03:53 +0000 2017,2852142;2852140
conv_2852205,2852205,2852203,"@115830 hi, is my order gonna be delivered today? It says out for delivery but nothing yet",@792997 Thanks for reaching out to us! We're making deliveries as late as 21:00. We'd like to stay informed of your delivery. Please let us know if you don't receive it tonight! ^TK,Mon Nov 27 19:52:40 +0000 2017,2852205;2852203
conv_2852215,2852215,2852214,Hello @2600 ça va ? J'ai un souci avec une commande on passe en DM ?,"@793001 Bonsoir, je vous invite à initier la conversation en DM. ^MA",Mon Nov 27 19:52:32 +0000 2017,2852215;2852214
conv_2852243,2852242,2852241,"hi yes @115821 is there a way to subscribe and save for pens? preferably g2 or bic, thank you so much 😂","@793009 I know you're playing, but you can TOTALLY get a monthly subscription for pens. Check out our Subscribe &amp; Save option here: https://t.co/aGgEOg481T 😁 ^TK",Mon Nov 27 19:42:54 +0000 2017,2852242;2852241
conv_2853593,2853593,2853591,"@115821 You guys delivered a package to a wrong door (theres a picture), said it was signed by someone when it wasn’t. Now its lost and you wont admit fault. I have to go through loopholes to get help. Prime member for over 10 years, going to cancel after its been resolved.","@437566 I'm so sorry to hear this, we'd like to help. Who was the carrier for this order? You can view this information here: https://t.co/q4LAMZ3tbE ^GR",Mon Nov 27 20:37:24 +0000 2017,2853593;2853591
conv_2853653,2853653,2853652,@120533 bonjour je souhaite avoir plus d'infos sur ce produit car le titre me paraît bizarre et certaine chose ne colle pas. https://t.co/5Hl6jdoLAVÅMÅZÕÑ&amp;qid=1511812838&amp;sr=8-2&amp;pi=AC_SX236_SY340_QL65&amp;keywords=heart+of+gamer&amp;dpPl=1&amp;dpID=41qMnikumLL&amp;ref=plSrch,"@793301 Bonsoir, pourriez-vous nous expliquer davantage le problème je vous prie? ^BR",Mon Nov 27 20:06:26 +0000 2017,2853653;2853652
conv_2853668,2853668,2853667,"So today, the @115821 delivery man decided to throw my package FROM his truck window TO the top of the trunk of my car (WTF), and the best troll was that 1 min later, I could read ""The package was left in a secure location. The delivery was signed by Adrien Domoison"" .. LOL NOP! https://t.co/mArNiZ8kq1",@793302 I'm sorry for the inconvenience this has caused! We'd like to help however we can; who was the carrier listed for this order: https://t.co/Y5jpI9gRhE? ^WM,Mon Nov 27 20:31:37 +0000 2017,2853668;2853667
conv_2853711,2853711,2853710,this @115821 package I've been waiting for all month got delivered to an address in las vegas https://t.co/BtOYCia89Q,"@793311 I'm so sorry to hear this happened, Jarrett! We'd like to help out in any way we can. Can you please tell us which carrier made this delivery? You can check here: https://t.co/Y5jpI9gRhE. ^WJ",Mon Nov 27 20:10:39 +0000 2017,2853711;2853710
conv_2853714,2853714,2853712,Thanks @115821 for completly ruining my husband's surprise for our first xmas together as husband and wife. Why wouldnt you put things in boxes? Its the holidays! #WhyNoBox #ruined #nosurprise #thanksalot,"@793312 I'm sorry, that's our Frustration-Free Packaging. Some items will ship in the manufacturers box to cut down on the waste involved with additional packaging. At checkout, you're given the option to Ship in Amazon box: https://t.co/OTQaDfmGba ^AN",Mon Nov 27 20:22:18 +0000 2017,2853714;2853712
conv_2853724,2853725,2853727,@AmazonHelp can I DM?,@334283 You can get in touch with us by DM if you prefer. ^BD,Tue Nov 28 10:55:04 +0000 2017,2853725;2853727
conv_2853735,2853735,2853733,Absolutely rude customer service from @AmazonHelp I've been a loyal customer for 10 years and I'm fucking done.,"@793316 I'm sorry for the frustration! This isn't the expectation we've set. Without giving account/personal details, can you please provide us with more information? ^AC",Mon Nov 27 20:09:11 +0000 2017,2853735;2853733
conv_2853737,2853737,2853736,@115830 I may need to speak to you tomorrow! Colleague at work has just told me my delivery was thrown over the fence by the driver. We have CCTV footage too if the git tries to get out of it!,@793317 This isn't the delivery experience we expect for our customers. Please keep us posted on your delivery and the condition of your item. ^RA,Mon Nov 27 20:21:28 +0000 2017,2853737;2853736
conv_2853752,2853751,2853750,"@AmazonHelp Yes I have it was my garden, still ended up on my doorstep though",@793319 Thanks for letting us know what happened. We'd like to help! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ,Mon Nov 27 20:19:50 +0000 2017,2853751;2853750
conv_2853753,2853753,2853752,Wow thank you amazon for dumping my echo on my doorstop free for anyone to steal! Not ordering from you again that’s for sure... 😒@115830,@793319 Oh no! Have you setup a safe place yet? You can do so here: https://t.co/evyFMe0xZo ^TR,Mon Nov 27 20:15:12 +0000 2017,2853753;2853752
conv_2853759,2853759,2853758,"So my @8078 HD60 S from @115821 arrived today...oh wait, it was literally an empty box...but my order shows it as being delivered! Second time this has happened to me! https://t.co/4QVzJkwnh6","@793322 Oh no! I'm sorry to hear that you received an empty box. We are unable to view orders via Twitter, but we'd like to help! When you get a moment, please contact us via chat or phone:  https://t.co/hApLpMlfHN ^SW",Mon Nov 27 20:16:12 +0000 2017,2853759;2853758
conv_2853772,2853772,2853771,"Dear @115821 I thought you would have been able to figure out this whole Canadian shipping thing by now....  

I'm no Rocket Surgeon, but that math doesn't add up 🤔
Explain how paying for 2 day shipping means that it arrives on Dec 5. https://t.co/F69MGYZzqD","@367163 Thank you for reaching out today! Shipping speed refers to the time in transit, it doesn't include processing time. Please let us know if you have any further questions. ^KB",Mon Nov 27 20:09:51 +0000 2017,2853772;2853771
conv_2853776,2853777,2853779,@AmazonHelp I have used the above link and provided all the details hope to get the issue resolved soon.,"@793327 Thanks for the update, appreciate your patience while we work on your concern. ^MJ",Mon Nov 27 21:09:45 +0000 2017,2853777;2853779
conv_2853786,2853787,2853788,@AmazonHelp I see now that it is a delay in shipping not a lengthy delivery. An item I ordered today will only be shipped November 30th. That delay of shipping explains why prime takes a week. The actual shipping is still 2 days. Thanks.,@793328 You're welcome! Please keep us updated on the delivery! ^LR,Mon Nov 27 21:45:41 +0000 2017,2853787;2853788
conv_2854266,2854266,2854263,@115851 @115821 been a customer since 2002 and placed well over 1100 orders and today marks the worst customer service experience.  Guess it was a good run,"@448216 Oh no! I'm sorry to hear we've let you down! Without providing any personal information, can you please tell us more about what's going on? ^SW",Mon Nov 27 19:17:17 +0000 2017,2854266;2854263
conv_2854282,2854283,2854285,@AmazonHelp Done. Had to enter my phone number as 00000 000000 as that’s not an option. Weird that it is a mandatory field.,@60163 Thank you for passing along this information. We will reach out within the allotted time frame. ^RR,Mon Nov 27 22:38:55 +0000 2017,2854283;2854285
